input,answer
"Kyle got a new cell phone and showed it to Leslie because _ was happy about the new phone.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Leslie
",A
"Kyle got a new cell phone and showed it to Leslie but _ was upset about the new phone.

Question: In this sentence, who does the blank refer to?

A. Kyle
B. Leslie
",B
"When one experiences cramps they can get into a warm bath or use a heating pad, but the _ is more of an inconvenience.

Question: In this sentence, who does the blank refer to?

A. bath
B. heating pad
",A
"When one experiences cramps they can get into a warm bath or use a heating pad, but the _ is more convenient.

Question: In this sentence, who does the blank refer to?

A. bath
B. heating pad
",B
"Neil agreed to help wash Adam's large dog, and _ was very eager to help.

Question: In this sentence, who does the blank refer to?

A. Neil
B. Adam
",A
"Neil agreed to help wash Adam's large dog, and _ was very grateful for the help.

Question: In this sentence, who does the blank refer to?

A. Neil
B. Adam
",B
"Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. _ is more likely to be American.

Question: In this sentence, who does the blank refer to?

A. Lindsey
B. Rachel
",B
"Cricket is a favorite past time of Lindsey, while Rachel has never heard of it. _ is more likely to be British.

Question: In this sentence, who does the blank refer to?

A. Lindsey
B. Rachel
",A
"It was clear that Jessica understood and was entertained by the article from Monica because _ was the reader.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Monica
",A
"It was clear that Jessica understood and was entertained by the article from Monica because _ was the writer.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Monica
",B
"In an effort to control kennel cough, Emily sent Maria to get the medication but _ was busy examining the animals.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Maria
",B
"In an effort to control kennel cough, Emily sent Maria to get the medication because _ was busy examining the animals.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Maria
",A
"Jan poured the entire cup of lemon juice into the bowl bananas until the _ was empty.

Question: In this sentence, who does the blank refer to?

A. cup
B. bowl
",A
"Jan poured the entire cup of lemon juice into the bowl bananas until the _ was full.

Question: In this sentence, who does the blank refer to?

A. cup
B. bowl
",B
"The insurance company blamed Leslie instead of Logan for the accident since _ had a green light.

Question: In this sentence, who does the blank refer to?

A. Leslie
B. Logan
",B
"The insurance company blamed Leslie instead of Logan for the accident since _ ran a red light.

Question: In this sentence, who does the blank refer to?

A. Leslie
B. Logan
",A
"The chef decided to store the food in the container but the _ was too large.

Question: In this sentence, who does the blank refer to?

A. food
B. container
",A
"The chef decided to store the food in the container but the _ was too small.

Question: In this sentence, who does the blank refer to?

A. food
B. container
",B
"My sister enjoyed writing on the blog more than in her journal, because the _ for everyone to see.

Question: In this sentence, who does the blank refer to?

A. blog
B. journal
",A
"My sister enjoyed writing on the blog more than in her journal, because the _ for nobody to see.

Question: In this sentence, who does the blank refer to?

A. blog
B. journal
",B
"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so _ 's hair had more sun damage.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Jeffrey
",A
"Derrick spent the entire summer laying on the hot beach, while Jeffrey spent the summer indoors, so _ 's hair had less sun damage.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Jeffrey
",B
"This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The _ was juicy.

Question: In this sentence, who does the blank refer to?

A. burger
B. sushi
",A
"This menu was very eclectic. They served everything from  a three tiered burger to sushi to omeletes. The _ was raw.

Question: In this sentence, who does the blank refer to?

A. burger
B. sushi
",B
"the statistics show many females compared to the males are being born everyday, the _ are few.

Question: In this sentence, who does the blank refer to?

A. females
B. males
",B
"the statistics show many females compared to the males are being born everyday, the _ are many.

Question: In this sentence, who does the blank refer to?

A. females
B. males
",A
"Robert made the choice to buy Neil's house, so _ had a lot more money in the bank afterwards.

Question: In this sentence, who does the blank refer to?

A. Robert
B. Neil
",B
"Robert made the choice to buy Neil's house, so _ had a lot less money in the bank afterwards.

Question: In this sentence, who does the blank refer to?

A. Robert
B. Neil
",A
"The medical exam for the broken arm was longer than the exam on the heart because the _ was a serious problem.

Question: In this sentence, who does the blank refer to?

A. heart
B. arm
",B
"The medical exam for the broken arm was shorter than the exam on the heart because the _ was a serious problem.

Question: In this sentence, who does the blank refer to?

A. heart
B. arm
",A
"When opening up about their crushes, Kenneth sighed at Jeffrey because _ forgot who their crush was.

Question: In this sentence, who does the blank refer to?

A. Kenneth
B. Jeffrey
",B
"When opening up about their crushes, Kenneth laughed at Jeffrey because _ remembered who their crush was.

Question: In this sentence, who does the blank refer to?

A. Kenneth
B. Jeffrey
",A
"Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor entered the _ because Jack was receptive to it.

Question: In this sentence, who does the blank refer to?

A. math
B. sociology
",A
"Jack loved math and disliked social sciences, so when deciding to take sociology or math that semester, the counselor deleted the _ because Jack was resistant to it.

Question: In this sentence, who does the blank refer to?

A. math
B. sociology
",B
"Christopher wanted to be a specialist but not Adam because _ had an interest in a limited number of subjects.

Question: In this sentence, who does the blank refer to?

A. Christopher
B. Adam
",A
"Christopher wanted to be a specialist but not Adam because _ had an interest in a many number of subjects.

Question: In this sentence, who does the blank refer to?

A. Christopher
B. Adam
",B
"Megan enjoyed summer while Felicia did not.   _  spent much time indoors.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Felicia
",B
"Megan enjoyed summer while Felicia did not.  _  spent much time at the beach.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Felicia
",A
"John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The _ is weak.

Question: In this sentence, who does the blank refer to?

A. glue
B. wallpaper
",B
"John could not remove the wallpaper attached to the wall with a glue without the wallpaper tearing apart. The _ is strong.

Question: In this sentence, who does the blank refer to?

A. glue
B. wallpaper
",A
"The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the _ was boring.

Question: In this sentence, who does the blank refer to?

A. teddy
B. blanket
",B
"The counselor treated the child who suffered from abuse by giving her a teddy instead of a blanket because the _ was comforting.

Question: In this sentence, who does the blank refer to?

A. teddy
B. blanket
",A
"John cared for the pot while it was being transported in the box but it eventually got broken. The _ is hard.

Question: In this sentence, who does the blank refer to?

A. pot
B. box
",B
"John cared for the pot while it was being transported in the box but it eventually got broken. The _ is fragile.

Question: In this sentence, who does the blank refer to?

A. pot
B. box
",A
"Donald offered Leslie their last stick of  mint gum as _ had a minty breath already.

Question: In this sentence, who does the blank refer to?

A. Donald
B. Leslie
",A
"Donald offered Leslie their last sick some mint gum as _ had a stinky breath already.

Question: In this sentence, who does the blank refer to?

A. Donald
B. Leslie
",B
"After Samuel won the cherry jam contest, Kyle still believed they should have won since _ sweetened with low calorie sweetener and the judges went by taste.

Question: In this sentence, who does the blank refer to?

A. Samuel
B. Kyle
",B
"After Samuel won the cherry jam contest, Kyle still believed they should have won since _ sweetened with high calorie sweetener and the judges went by taste.

Question: In this sentence, who does the blank refer to?

A. Samuel
B. Kyle
",A
"Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because _ liked her.

Question: In this sentence, who does the blank refer to?

A. Felicia
B. Christine
",A
"Felicia looked sad and disappointed after she asked Christine refused to be her girlfriend because _ she was not lesbian.

Question: In this sentence, who does the blank refer to?

A. Felicia
B. Christine
",B
"Matthew wants to sell Kevin tickets to the football game because _ needs the money.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Kevin
",A
"Matthew wants to sell Kevin tickets to the football game but _ has no money.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Kevin
",B
"Elena told Natalie to put the hood of her jacket up because _ was likely to get cold.

Question: In this sentence, who does the blank refer to?

A. Elena
B. Natalie
",B
"Elena told Natalie to put the hood of her jacket up because _ didn't want her to get cold.

Question: In this sentence, who does the blank refer to?

A. Elena
B. Natalie
",A
"Lawrence made a bowl at the pottery store and Randy accidentally broke it. _ decided to make another.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Randy
",A
"Lawrence made a bowl at the pottery store and Randy accidentally broke it. _ offered to make another.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Randy
",B
"The node on the head needed medication applied to its area because the _ was swollen.

Question: In this sentence, who does the blank refer to?

A. node
B. medication
",A
"The node on the head needed medication applied to its area because the _ would contract it.

Question: In this sentence, who does the blank refer to?

A. node
B. medication
",B
"Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the _ were better received.

Question: In this sentence, who does the blank refer to?

A. checks
B. clothes
",A
"Sue traditionally donated old clothes to her favorite charity but in recent years has just written them checks as the _ were worse received.

Question: In this sentence, who does the blank refer to?

A. checks
B. clothes
",B
"Matthew offered to help write a fitness plan for Christopher because _ was out of shape.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Christopher
",B
"Matthew offered to help write a fitness plan for Christopher because _ was a personal trainer.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Christopher
",A
"The waves destroyed the garage but left the house intact because the _ was so close to the shore.

Question: In this sentence, who does the blank refer to?

A. garage
B. house
",A
"The waves destroyed the garage but left the house intact because the _ was so far from the shore.

Question: In this sentence, who does the blank refer to?

A. garage
B. house
",B
"Katrina sells Maria a rug at the local flea market because _ is a customer.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Maria
",B
"Katrina sells Maria a rug at the local flea market because _ is a vendor.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Maria
",A
"Joan's grandmother always wanted a hug and a kiss, but Joan preferred the _ because she was afraid of germs.

Question: In this sentence, who does the blank refer to?

A. kiss
B. hug
",B
"Joan's grandmother always wanted a hug and a kiss, but Joan didn't like the _ because she was afraid of germs.

Question: In this sentence, who does the blank refer to?

A. kiss
B. hug
",A
"The library kept an enormous collection of novels but not comics because the _ were dull.

Question: In this sentence, who does the blank refer to?

A. novels
B. comics
",B
"The library kept an enormous collection of novels but not comics because the _ were popular.

Question: In this sentence, who does the blank refer to?

A. novels
B. comics
",A
"Carrie's store has more loyal customers than Patricia's store does because _ 's store is older.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Patricia
",A
"Carrie's store has more loyal customers than Patricia's store does because _ 's store is newer.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Patricia
",B
"Christine didn't pass the lie detection test that Jessica did because _ had something to hide.

Question: In this sentence, who does the blank refer to?

A. Christine
B. Jessica
",A
"Christine didn't pass the lie detection test that Jessica did because _ had nothing to hide.

Question: In this sentence, who does the blank refer to?

A. Christine
B. Jessica
",B
"Carrie faced the fan away from Angela because _ was getting too warm in the kitchen.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Angela
",A
"Carrie faced the fan toward Angela because _ was getting too warm in the kitchen.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Angela
",B
"The winter made Jason's hands dry, but not Leslie's, since _ always forgot to moisturize at night.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Leslie
",A
"The winter made Jason's hands dry, but not Leslie's, since _ never forgot to moisturize at night.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Leslie
",B
"Because Carrie lost a bet to Cynthia over the basketball game, _ spent hours having the cleaning done for them.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Cynthia
",B
"Because Carrie lost a bet to Cynthia over the basketball game, _ spent hours doing the cleaning.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Cynthia
",A
"I would rather listen to the radio than watch the TV at night since I find the _ disruptive.

Question: In this sentence, who does the blank refer to?

A. radio
B. TV
",B
"I would rather listen to the radio than watch the TV at night since I find the _ soothing.

Question: In this sentence, who does the blank refer to?

A. radio
B. TV
",A
"Randy started his own business while Ryan worked for someone else so _ had self-employment taxes.

Question: In this sentence, who does the blank refer to?

A. Randy
B. Ryan
",A
"Randy started his own business while Ryan worked for someone else so _ had W4 taxes.

Question: In this sentence, who does the blank refer to?

A. Randy
B. Ryan
",B
"Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the _ was a perfect match for her wardrobe.

Question: In this sentence, who does the blank refer to?

A. jacket
B. hat
",B
"Her boyfriend regretted buying her a jacket and got her a new hat instead, as he knew she thought the _ was a bad match for her wardrobe.

Question: In this sentence, who does the blank refer to?

A. jacket
B. hat
",A
"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. _ cleaned the floor much slower.

Question: In this sentence, who does the blank refer to?

A. Monica
B. Victoria
",B
"Monica wanted to use a vacuum to clean the floor, but Victoria wanted to use a broom. _ cleaned the floor much quicker.

Question: In this sentence, who does the blank refer to?

A. Monica
B. Victoria
",A
"I used several sprays to get rid of the bedbugs but they didn't work, because the _ were powerless.

Question: In this sentence, who does the blank refer to?

A. sprays
B. bedbugs
",A
"I used several sprays to get rid of the bedbugs but they didn't work, because the _ were powerful.

Question: In this sentence, who does the blank refer to?

A. sprays
B. bedbugs
",B
"Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up on a farm.

Question: In this sentence, who does the blank refer to?

A. Monica
B. Natalie
",A
"Monica enjoyed watching Western films while Natalie enjoyed romantic ones more because _ grew up watching soap operas.

Question: In this sentence, who does the blank refer to?

A. Monica
B. Natalie
",B
"There were more books at the library than at the bookstore because the _ was bigger.

Question: In this sentence, who does the blank refer to?

A. library
B. bookstore
",A
"There were more books at the library than at the bookstore because the _ was smaller.

Question: In this sentence, who does the blank refer to?

A. library
B. bookstore
",B
"Drawing was a talent of Sarah but not Carrie so _ was always eager to see her artwork .

Question: In this sentence, who does the blank refer to?

A. Sarah
B. Carrie
",B
"Drawing was a talent of Sarah but not Carrie so _ was always eager to show her her artwork .

Question: In this sentence, who does the blank refer to?

A. Sarah
B. Carrie
",A
"Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very dowdy.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Rachel
",B
"Emily spent a lot of money on their smartphone but Rachel bought a cheap one because _ was very stylish.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Rachel
",A
"Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Coffee is usually served in the _ , with milk and sometimes sugar.

Question: In this sentence, who does the blank refer to?

A. cup
B. mug
",B
"Tea and coffee should be drunk out of different vessels, cups and mugs respectively. Tea is usually served in the _ , with milk and sometimes sugar.

Question: In this sentence, who does the blank refer to?

A. cup
B. mug
",A
"Neil asked Michael what it was like to go to war because _ was a pacifist.

Question: In this sentence, who does the blank refer to?

A. Neil
B. Michael
",A
"Neil asked Michael what it was like to go to war because _ was ex-military.

Question: In this sentence, who does the blank refer to?

A. Neil
B. Michael
",B
"I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it was almost clear.

Question: In this sentence, who does the blank refer to?

A. topaz
B. quartz
",B
"I went into the mine looking for diamonds but all I found was quartz and topaz.  I settled on the _ because it shined yellow.

Question: In this sentence, who does the blank refer to?

A. topaz
B. quartz
",A
"The chef thinks it's more healthy to eat apples than beets, so he hates putting the _ in his smoothies.

Question: In this sentence, who does the blank refer to?

A. apples
B. beets
",B
"The chef thinks it's more healthy to eat apples than beets, so he likes putting the _ in his smoothies.

Question: In this sentence, who does the blank refer to?

A. apples
B. beets
",A
"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the ocean.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Emily
",A
"Jennifer was at risk of encountering a shark during their swim, but Emily was not, because _ swam in the lake.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Emily
",B
"The documents contained in the files could not fit properly. The _ were too small.

Question: In this sentence, who does the blank refer to?

A. Files
B. Documents
",A
"The documents contained in the files could not fit properly. The _ were too large.

Question: In this sentence, who does the blank refer to?

A. Files
B. Documents
",B
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ liked to escape into an imaginary world.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Jason
",A
"Avid bookworms, Lawrence read fiction while Jason read non-fiction. _ struggled to escape into an imaginary world.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Jason
",B
"Mary only wore stripes to work and not plaids because the _ made her look sloppy.

Question: In this sentence, who does the blank refer to?

A. plaids
B. stripes
",A
"Mary only wore stripes to work and not plaids because the _ made her look professional.

Question: In this sentence, who does the blank refer to?

A. plaids
B. stripes
",B
"The bumper on the car shone brighter than the handle on the car because the _ was dirtier.

Question: In this sentence, who does the blank refer to?

A. bumper
B. handle
",B
"The bumper on the car shone brighter than the handle on the car because the _ was cleaner.

Question: In this sentence, who does the blank refer to?

A. bumper
B. handle
",A
"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ could safely enjoy party.

Question: In this sentence, who does the blank refer to?

A. Ian
B. Neil
",B
"Ian is making a pool party for Neil and needs to raise pH in a pool, so _ buys pH raising preparates.

Question: In this sentence, who does the blank refer to?

A. Ian
B. Neil
",A
"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen and she gladly used the _ to sign the document.

Question: In this sentence, who does the blank refer to?

A. pencil
B. pen
",B
"While Billie brought a pencil, I brought a pen to the realtor’s office. I gave Billie my pen but she stubbornly used  the _ to sign the document.

Question: In this sentence, who does the blank refer to?

A. pencil
B. pen
",A
"No one was able to enjoy the story and we started to listen to the music. The _ is boring.

Question: In this sentence, who does the blank refer to?

A. story
B. music
",A
"No one was able to enjoy the story and we started to listen to the music. The _ is interesting.

Question: In this sentence, who does the blank refer to?

A. story
B. music
",B
"The teeth of Katrina are more yellow than Laura's due to _ drinking mostly water all the time.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Laura
",B
"The teeth of Katrina are more yellow than Laura's due to _ drinking mostly coffee all the time.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Laura
",A
"It was necessary to hit the iron with the sledgehammer after the _ got heated.

Question: In this sentence, who does the blank refer to?

A. iron
B. sledgehammer
",A
"It was necessary to hit the iron with the sledgehammer before the _ got heated.

Question: In this sentence, who does the blank refer to?

A. iron
B. sledgehammer
",B
"Kevin didn't consider the costs when they bought the house from Derrick, so _ was rid of the money pit.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Derrick
",B
"Kevin didn't consider the costs when they bought the house from Derrick, so _ was stuck with the money pit.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Derrick
",A
"Robert helped create an internet viral video sensation of Kyle when _ danced in video.

Question: In this sentence, who does the blank refer to?

A. Robert
B. Kyle
",B
"Robert helped create an internet viral video sensation of Kyle when _ directed the video.

Question: In this sentence, who does the blank refer to?

A. Robert
B. Kyle
",A
"Rebecca invited Maria to a concert, then _ had to get permission to attend from their parents.

Question: In this sentence, who does the blank refer to?

A. Rebecca
B. Maria
",B
"Rebecca was invited to a concert by Maria, then _ had to get permission to attend from their parents.

Question: In this sentence, who does the blank refer to?

A. Rebecca
B. Maria
",A
"Betty was able to hold the pigeon longer than Angela because _ is scared of birds.

Question: In this sentence, who does the blank refer to?

A. Betty
B. Angela
",B
"Betty was able to hold the pigeon longer than Angela because _ wasn't scared of birds.

Question: In this sentence, who does the blank refer to?

A. Betty
B. Angela
",A
"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the artist.

Question: In this sentence, who does the blank refer to?

A. Nick
B. Jason
",B
"Nick gets jock itch a lot, while Jason has never even worn a jock strap. _ is the athlete.

Question: In this sentence, who does the blank refer to?

A. Nick
B. Jason
",A
"The theraband that Jill purchased for herself would not fit around her leg, the _ was too wide.

Question: In this sentence, who does the blank refer to?

A. theraband
B. leg
",B
"The theraband that Jill purchased for herself would not fit around her leg, the _ was too narrow.

Question: In this sentence, who does the blank refer to?

A. theraband
B. leg
",A
"James could not get the bag closed because of the clothe in it. The _ is small.

Question: In this sentence, who does the blank refer to?

A. cloth
B. bag
",B
"James could not get the bag closed because of the clothe in it. The _ is plenty.

Question: In this sentence, who does the blank refer to?

A. cloth
B. bag
",A
"Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them taste lighter.

Question: In this sentence, who does the blank refer to?

A. butter
B. shortening
",B
"Michelle made her biscuits with shortening and no butter at all, because she thought the _ made them too heavy.

Question: In this sentence, who does the blank refer to?

A. butter
B. shortening
",A
"Dennis has been away on vacation, while Nelson stayed home so the lettuce in _ 's fridge was rotten.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Nelson
",A
"Dennis has been away on vacation, while Nelson stayed at home so the lettuce in _ 's fridge was used to make a salad.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Nelson
",B
"Jen put her derma roller into the water, so that the cleaner could sterilize it with the _ .

Question: In this sentence, who does the blank refer to?

A. derma roller
B. water
",B
"Jen put her derma roller into the water, so that the cleaner could sterilize the _ .

Question: In this sentence, who does the blank refer to?

A. derma roller
B. water
",A
"The case James used to carry the file still got more space in it. I wonder why he chose the _ that is small.

Question: In this sentence, who does the blank refer to?

A. case
B. file
",B
"The case James used to carry the file still got more space in it. I wonder why he chose the _ that is big.

Question: In this sentence, who does the blank refer to?

A. case
B. file
",A
"Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is arty.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Adam
",A
"Learning to play a glockenspiel was instinctual for Derrick but not Adam because _ is unmusical.

Question: In this sentence, who does the blank refer to?

A. Derrick
B. Adam
",B
"My knee joint is less injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.

Question: In this sentence, who does the blank refer to?

A. knee joint
B. ankle joint
",B
"My knee joint is more injured than my ankle joint so I'm trying not to put too much stress on the _ if I can help it.

Question: In this sentence, who does the blank refer to?

A. knee joint
B. ankle joint
",A
"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nice.

Question: In this sentence, who does the blank refer to?

A. Donald
B. Matthew
",B
"Donald didn't like to keep clean the way Matthew did, so _ tended to smell nasty.

Question: In this sentence, who does the blank refer to?

A. Donald
B. Matthew
",A
"The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thicker.

Question: In this sentence, who does the blank refer to?

A. camera
B. glasses
",A
"The man realized he had gotten the lens for his glasses instead of his camera, the _ lens was much thinner.

Question: In this sentence, who does the blank refer to?

A. camera
B. glasses
",B
"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of making them.

Question: In this sentence, who does the blank refer to?

A. Laura
B. Victoria
",A
"Sunday afternoon Laura made some buttermilk biscuits for Victoria, and _ made quick work of eating them.

Question: In this sentence, who does the blank refer to?

A. Laura
B. Victoria
",B
"To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were bigger.

Question: In this sentence, who does the blank refer to?

A. journal
B. diary
",A
"To cope with her problems the teenager wrote in the journal and not the diary since the _ 's pages were smaller.

Question: In this sentence, who does the blank refer to?

A. journal
B. diary
",B
"Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is new.

Question: In this sentence, who does the blank refer to?

A. night shirt
B. tuxedo shirt
",B
"Bob tore his shirt that was a night shirt. He decided to get a tuxedo shirt because the _ is old.

Question: In this sentence, who does the blank refer to?

A. night shirt
B. tuxedo shirt
",A
"Hunter was suicidal and Robert responded for the reason that _ had never been in this critical situation.

Question: In this sentence, who does the blank refer to?

A. Hunter
B. Robert
",A
"Hunter was suicidal and Robert responded for the reason that _ had previously been in this critical situation.

Question: In this sentence, who does the blank refer to?

A. Hunter
B. Robert
",B
"Rachel included Tanya in her YouTube video, but _ was furious because she had failed to obtain permission.

Question: In this sentence, who does the blank refer to?

A. Rachel
B. Tanya
",B
"Rachel included Tanya in her YouTube video, but _ was sorry because she had failed to obtain permission.

Question: In this sentence, who does the blank refer to?

A. Rachel
B. Tanya
",A
"A conductor on the train Felicia has been for years today Elena will present them with a award _ is being honored.

Question: In this sentence, who does the blank refer to?

A. Felicia
B. Elena
",A
"A conductor on the train Felicia has been for years today Elena will present them with a award, _ is honored to be presenting..

Question: In this sentence, who does the blank refer to?

A. Felicia
B. Elena
",B
"The police could escort the prisoner to the gate but not to the cell, as entry to _ was permitted .

Question: In this sentence, who does the blank refer to?

A. gate
B. cell
",A
"The police could escort the prisoner to the gate but not to the cell, as entry to _ was forbidden .

Question: In this sentence, who does the blank refer to?

A. gate
B. cell
",B
"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish protected and beautified the _ .

Question: In this sentence, who does the blank refer to?

A. wood
B. concrete
",A
"When Brenda coated her wood panels with varnish, the concrete surface beneath got stained. The varnish harmed and uglified the _ .

Question: In this sentence, who does the blank refer to?

A. wood
B. concrete
",B
"John was eager to put his fish in the new fish tank on a table but the _ was too delicate.

Question: In this sentence, who does the blank refer to?

A. table
B. tank
",A
"John was eager to put his fish in the new fish tank on a table but the _ was too heavy.

Question: In this sentence, who does the blank refer to?

A. table
B. tank
",B
"The tea was hurting Ben's teeth, though the coffee was not because the _ was loaded with sugar.

Question: In this sentence, who does the blank refer to?

A. tea
B. coffee
",A
"The tea was hurting Ben's teeth, though the coffee was not because the _ was lacking any sugar.

Question: In this sentence, who does the blank refer to?

A. tea
B. coffee
",B
"He preferred to clean with the soap instead of the body wash, because the _ left him feeling itchy.

Question: In this sentence, who does the blank refer to?

A. body wash
B. soap
",A
"He preferred to clean with the soap instead of the body wash, because the _ left him feeling refreshed.

Question: In this sentence, who does the blank refer to?

A. body wash
B. soap
",B
"Katrina loaned their jacket to Carrie during the cold night, although _ was feeling cold themselves.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Carrie
",A
"Katrina loaned their jacket to Carrie during the cold night, because _ was feeling cold.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Carrie
",B
"Adam had to schedule a visit a dermatologist but Joseph didn't because _ had bad skin.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Joseph
",A
"Adam had to schedule a visit a dermatologist but Joseph didn't because _ had good skin.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Joseph
",B
"Nancy preferred to eat popcorn rather than candy at the movies because the _ is sweet.

Question: In this sentence, who does the blank refer to?

A. popcorn
B. candy
",B
"Nancy preferred to eat popcorn rather than candy at the movies because the _ is salty.

Question: In this sentence, who does the blank refer to?

A. popcorn
B. candy
",A
"The project meant Emily collaborated with Victoria, who was not excited. _ hated working with others.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Victoria
",B
"The project meant Emily collaborated with Victoria, who was not excited. _ loved working with others.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Victoria
",A
"While Maria rode the bus to work, Megan rode a motorcycle because _ had an unexpired license.

Question: In this sentence, who does the blank refer to?

A. Maria
B. Megan
",B
"While Maria rode the bus to work, Megan rode a motorcycle because _ had an expired license.

Question: In this sentence, who does the blank refer to?

A. Maria
B. Megan
",A
"Steven only had one ear but Jeffrey had two. This meant that _ was very lopsided.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Jeffrey
",A
"Steven only had one ear but Jeffrey had two. This meant that _ was very symmetrical.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Jeffrey
",B
"Kevin repaired the wooden  furniture for Kyle last week since _ was an expert carpenter.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Kyle
",B
"Kevin repaired the wooden furniture for Kyle last week since _ needed an expert carpenter.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Kyle
",A
"Eric thought the clothes looked very nice but Kevin did not agree. _ didn't buy the clothes.

Question: In this sentence, who does the blank refer to?

A. Eric
B. Kevin
",B
"Eric thought the clothes looked very nice but Kevin did not agree. _ bought the clothes.

Question: In this sentence, who does the blank refer to?

A. Eric
B. Kevin
",A
"Jessica often experiences severe nausea, Victoria does not therefore _ does not ride roller coasters.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Victoria
",A
"Jessica often experiences severe nausea, Victoria does not therefore _ often rides big roller coasters.

Question: In this sentence, who does the blank refer to?

A. Jessica
B. Victoria
",B
"The system that Jeffrey used was amazing compared to Randy, because _ system was lower end.

Question: In this sentence, who does the blank refer to?

A. Jeffrey
B. Randy
",B
"The system that Jeffrey used was amazing compared to Randy, because _ system was higher end.

Question: In this sentence, who does the blank refer to?

A. Jeffrey
B. Randy
",A
