input,answer
"The football was flying higher than the basketball as it went through the air. The _ was lighter.

Question: In this sentence, who does the blank refer to?

A. football
B. basketball
",A
"The football was flying higher than the basketball as it went through the air. The _ was heavier.

Question: In this sentence, who does the blank refer to?

A. football
B. basketball
",B
"Dennis liked pop music, but Jason preferred classical music. _ liked music with string instruments.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Jason
",B
"Dennis liked pop music, but Jason preferred classical music. _ liked music you can dance to.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Jason
",A
"I added spices to my cooking like salt and pepper.  The _ makes the food taste salty.

Question: In this sentence, who does the blank refer to?

A. salt
B. pepper
",A
"I added spices to my cooking like salt and pepper.  The _ makes the food taste hotter.

Question: In this sentence, who does the blank refer to?

A. salt
B. pepper
",B
"At the mall, Laura applied makeup on Betty to beautify her because _ was not very attractive.

Question: In this sentence, who does the blank refer to?

A. Laura
B. Betty
",B
"At the mall, Laura applied makeup on Betty to beautify her because _ was an expert.

Question: In this sentence, who does the blank refer to?

A. Laura
B. Betty
",A
"Jason's leg was more sore than his arm was because he warmed up the _ before exercising.

Question: In this sentence, who does the blank refer to?

A. arm
B. leg
",A
"Jason's leg was more sore than his arm was although he warmed up the _ before exercising.

Question: In this sentence, who does the blank refer to?

A. arm
B. leg
",B
"Randy learned to fish from Derrick, because _ was a professional with years of experience.

Question: In this sentence, who does the blank refer to?

A. Randy
B. Derrick
",B
"Randy learned to fish from Derrick, because _ was a novice with only days of experience.

Question: In this sentence, who does the blank refer to?

A. Randy
B. Derrick
",A
"While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a ticket.

Question: In this sentence, who does the blank refer to?

A. Kayla
B. Maria
",A
"While the woman Kayla was driving Maria to her first day of kindergarten the police officer gave _ a lollipop.

Question: In this sentence, who does the blank refer to?

A. Kayla
B. Maria
",B
"Chess is bad for the body but great for the brain, as thinking is critical for the _ to develop.

Question: In this sentence, who does the blank refer to?

A. body
B. brain
",B
"Chess is bad for the body but great for the brain, as thinking is useless for the _ to develop.

Question: In this sentence, who does the blank refer to?

A. body
B. brain
",A
"Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about tarter.

Question: In this sentence, who does the blank refer to?

A. Amy
B. Mary
",B
"Amy wanted a soft toothbrush but Mary wanted a firm one because _ was concerned about soreness.

Question: In this sentence, who does the blank refer to?

A. Amy
B. Mary
",A
"Jeffrey build a house for Kenneth so _ will have a nice new place to live.

Question: In this sentence, who does the blank refer to?

A. Jeffrey
B. Kenneth
",B
"Jeffrey build a house with Kenneth's help so _ will have a nice new place to live.

Question: In this sentence, who does the blank refer to?

A. Jeffrey
B. Kenneth
",A
"Megan had a baby whereas Katrina had a college aged child, so _ still had to change diapers.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Katrina
",A
"Megan had a baby whereas Katrina had a college aged child, so _ no longer had to change diapers.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Katrina
",B
"Megan received flowers from Carrie because _ wanted to ask them out on a date.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Carrie
",B
"Megan gave flowers to Carrie because _ wanted to ask them out on a date.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Carrie
",A
"Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ never tried to get someone else to handle it.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Lawrence
",B
"Emptying the litter box was a dreaded chore for Adam while Lawrence didn't mind doing it. _ always tried to get someone else to handle it.

Question: In this sentence, who does the blank refer to?

A. Adam
B. Lawrence
",A
"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure their vacation was relaxing.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Benjamin
",B
"Matthew spent the weekend watching a baby while Benjamin was on vacation, and _ made sure the baby was fed.

Question: In this sentence, who does the blank refer to?

A. Matthew
B. Benjamin
",A
"Kevin found running the marathon easier than Dennis. _ had repeatedly meant to stop smoking.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Dennis
",B
"Kevin found running the marathon easier than Dennis. _ had finally decided to stop smoking.

Question: In this sentence, who does the blank refer to?

A. Kevin
B. Dennis
",A
"Lawrence planned to steal the valuable painting from Michael, because _ finally owned something beautiful.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Michael
",B
"Lawrence planned to steal the valuable painting from Michael, because _ wanted to own something beautiful.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Michael
",A
"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was warm.

Question: In this sentence, who does the blank refer to?

A. barn
B. field
",B
"Jordan gave his miniature horse a field and a barn to stay in, and the horse liked the _ better when it was cold.

Question: In this sentence, who does the blank refer to?

A. barn
B. field
",A
"The idea was given to Steven to mull over and not Ryan because _ is more creative.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Ryan
",A
"The idea was given to Steven to mull over and not Ryan because _ is less creative.

Question: In this sentence, who does the blank refer to?

A. Steven
B. Ryan
",B
"Michael bought mealworms as pet food but not Kenneth because _ had a pony as a pet.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Kenneth
",B
"Michael bought mealworms as pet food but not Kenneth because _ had a lizard as a pet.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Kenneth
",A
"The draining discussion was followed by a lively lecture.  The _ was just so boring.

Question: In this sentence, who does the blank refer to?

A. discussion
B. lecture
",A
"The draining discussion was followed by a lively lecture.  The _ was just so interesting.

Question: In this sentence, who does the blank refer to?

A. discussion
B. lecture
",B
"Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much more.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Benjamin
",A
"Lawrence was more grateful for their gift than Benjamin was for theirs because _ had gotten much less.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Benjamin
",B
"Mary is sending an important package to Sarah, so _ collects it from the post office.

Question: In this sentence, who does the blank refer to?

A. Mary
B. Sarah
",B
"Mary is sending an important package to Sarah, so _ takes it to the post office.

Question: In this sentence, who does the blank refer to?

A. Mary
B. Sarah
",A
"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ struggled with reading.

Question: In this sentence, who does the blank refer to?

A. Craig
B. Joel
",B
"Craig volunteered to help the dyslexic students at the school while Joel avoided them, since _ loved reading.

Question: In this sentence, who does the blank refer to?

A. Craig
B. Joel
",A
"Sarah took Mary's speech class; when she passed her final exam, _ celebrated with ice cream.

Question: In this sentence, who does the blank refer to?

A. Sarah
B. Mary
",A
"Sarah taught Mary's speech class; when she passed her final exam, _ celebrated with ice cream.

Question: In this sentence, who does the blank refer to?

A. Sarah
B. Mary
",B
"Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the cleaner dog.

Question: In this sentence, who does the blank refer to?

A. Joseph
B. Leslie
",A
"Joseph decided to groom their dog in the waiting room unlike Leslie, so _ had the dirtier dog.

Question: In this sentence, who does the blank refer to?

A. Joseph
B. Leslie
",B
"The woman wanted to hang the dress in the closet but the _ was too large.

Question: In this sentence, who does the blank refer to?

A. closet
B. dress
",B
"The woman wanted to hang the dress in the closet but the _ was too small.

Question: In this sentence, who does the blank refer to?

A. closet
B. dress
",A
"Ian did not see the tumor on Brett's leg, because _ was only receiving an eye exam.

Question: In this sentence, who does the blank refer to?

A. Ian
B. Brett
",B
"Ian did not see the tumor on Brett's leg, because _ was only performing an eye exam.

Question: In this sentence, who does the blank refer to?

A. Ian
B. Brett
",A
"The gathered  stones in the bag outweigh the collected coins because the _ are small in numbers.

Question: In this sentence, who does the blank refer to?

A. stones
B. coins
",B
"The gathered stones in the bag outweigh the collected coins because the _ are much in numbers.

Question: In this sentence, who does the blank refer to?

A. stones
B. coins
",A
"Samuel knew to recycle aluminum cans but not Logan because _ was never in need of extra change.

Question: In this sentence, who does the blank refer to?

A. Samuel
B. Logan
",B
"Samuel knew to recycle aluminum cans but not Logan because _ was always in need of extra change.

Question: In this sentence, who does the blank refer to?

A. Samuel
B. Logan
",A
"Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair beautiful.

Question: In this sentence, who does the blank refer to?

A. luxury
B. generic
",A
"Jessica used the luxury brand to shampoo her hair instead of the generic brand. The _ brand made her hair ugly.

Question: In this sentence, who does the blank refer to?

A. luxury
B. generic
",B
"Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ gave them their old leash.

Question: In this sentence, who does the blank refer to?

A. Rachel
B. Cynthia
",B
"Rachel had a dog but Cynthia's dog was given up for adoption recently, so _ was given their old leash.

Question: In this sentence, who does the blank refer to?

A. Rachel
B. Cynthia
",A
"John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted good.

Question: In this sentence, who does the blank refer to?

A. chocolate
B. lemon
",A
"John said that he preferred the chocolate frosting over the lemon frosting because the _ tasted bad.

Question: In this sentence, who does the blank refer to?

A. chocolate
B. lemon
",B
"Betty is known as bilingual while Rachel is known as multilingual because _ can only speak two languages.

Question: In this sentence, who does the blank refer to?

A. Betty
B. Rachel
",A
"Betty is known as bilingual while Rachel is known as multilingual because _ can speak more than two languages.

Question: In this sentence, who does the blank refer to?

A. Betty
B. Rachel
",B
"during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were fully booked.

Question: In this sentence, who does the blank refer to?

A. 3 star
B. 5 star
",B
"during the vacation we stayed in the 3 star hotel and not the 5 star hotel because the _ were available.

Question: In this sentence, who does the blank refer to?

A. 3 star
B. 5 star
",A
"The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of superior material.

Question: In this sentence, who does the blank refer to?

A. sandals
B. boots
",B
"The thief was able to be sneaky in the boots, but not in the sandals, because the _ were made of inferior material.

Question: In this sentence, who does the blank refer to?

A. sandals
B. boots
",A
"The quilt Margot was making would take up the whole closet, because the _ was huge.

Question: In this sentence, who does the blank refer to?

A. quilt
B. closet
",A
"The quilt Margot was making would take up the whole closet, because the _ was tiny.

Question: In this sentence, who does the blank refer to?

A. quilt
B. closet
",B
"Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new pews.

Question: In this sentence, who does the blank refer to?

A. school
B. church
",B
"Are you going to donate your charitable contribution to the church or the school? I think I'm going to give mine to the _ because they need new computers.

Question: In this sentence, who does the blank refer to?

A. school
B. church
",A
"The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more fragile.

Question: In this sentence, who does the blank refer to?

A. oak
B. sapling
",B
"The oak tree weathered the storm but the sapling perished. This is because the _ tree was much more sturdy.

Question: In this sentence, who does the blank refer to?

A. oak
B. sapling
",A
"Benjamin had a more juvenile sense of humor than Donald so _ hated whoopie cushions.

Question: In this sentence, who does the blank refer to?

A. Benjamin
B. Donald
",B
"Benjamin had a more juvenile sense of humor than Donald so _ enjoyed whoopie cushions.

Question: In this sentence, who does the blank refer to?

A. Benjamin
B. Donald
",A
"Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a small waistline.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Rebecca
",B
"Eating sweets was a big problem for Carrie but not for Rebecca, thats why _ has a large waistline.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Rebecca
",A
"The ground around Michael's house was solid unlike Aaron's because _ had a month long rainfall.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Aaron
",B
"The ground around Michael's house was solid unlike Aaron's because _ had a month long drought.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Aaron
",A
"Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was a nurse.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Sarah
",A
"Megan inserted an IV into Sarah's arm once they were admitted to the hospital, because _ was dehydrated.

Question: In this sentence, who does the blank refer to?

A. Megan
B. Sarah
",B
"It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway and it had too many hats.

Question: In this sentence, who does the blank refer to?

A. hat
B. color
",B
"It was raining hard and the hat got soaked. The color began to blend together. His mom said the _ was ugly anyway because it had too many colors.

Question: In this sentence, who does the blank refer to?

A. hat
B. color
",A
"The bedroom had to have the bureau replaced by the new closet , since the _ was too packed for all the new clothes.

Question: In this sentence, who does the blank refer to?

A. bureau
B. closet
",A
"The bedroom had to have the bureau replaced by the new closet , since the _ was very roomy for all the new clothes.

Question: In this sentence, who does the blank refer to?

A. bureau
B. closet
",B
"The chef tried to put the banana in the cake but the _ was too large.

Question: In this sentence, who does the blank refer to?

A. cake
B. banana
",B
"The chef tried to put the banana in the cake but the _ was too small.

Question: In this sentence, who does the blank refer to?

A. cake
B. banana
",A
"Brett was more prepared to be a parent than Aaron because _ had spent a lot of time with children.

Question: In this sentence, who does the blank refer to?

A. Brett
B. Aaron
",A
"Brett was more prepared to be a parent than Aaron because _ had spent very little time with children.

Question: In this sentence, who does the blank refer to?

A. Brett
B. Aaron
",B
"Patricia chose a hardy cultivar to grow unlike Tanya because _ had very fertile soil.

Question: In this sentence, who does the blank refer to?

A. Patricia
B. Tanya
",B
"Patricia chose a hardy cultivar to grow unlike Tanya because _ had very rocky soil.

Question: In this sentence, who does the blank refer to?

A. Patricia
B. Tanya
",A
"Donna would prefer to do her reading at the workplace than at home, because the _ was too noisy.

Question: In this sentence, who does the blank refer to?

A. home
B. workplace
",A
"Donna would prefer to do her reading at the workplace than at home, because the _ was more quiet.

Question: In this sentence, who does the blank refer to?

A. home
B. workplace
",B
"Donald invited Brett to Paris because _ knew how to speak the native language perfectly.

Question: In this sentence, who does the blank refer to?

A. Donald
B. Brett
",B
"Donald invited Brett to Paris because _ didn't know how to speak the native language.

Question: In this sentence, who does the blank refer to?

A. Donald
B. Brett
",A
"Michael discovered Craig was a respected doctor so _ was asked many health related questions.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Craig
",B
"Michael discovered Craig was a respected doctor so _ asked him many health related questions.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Craig
",A
"Glenda always drove the station wagon at night instead of the sports car, because the _ had dimmer headlights.

Question: In this sentence, who does the blank refer to?

A. station wagon
B. sports car
",B
"Glenda always drove the station wagon at night instead of the sports car, because the _ had brighter headlights.

Question: In this sentence, who does the blank refer to?

A. station wagon
B. sports car
",A
"Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of pain.

Question: In this sentence, who does the blank refer to?

A. Ryan
B. Ian
",B
"Ryan ran over Ian's guinea pig with his car, causing _ to feel a great deal of guilt.

Question: In this sentence, who does the blank refer to?

A. Ryan
B. Ian
",A
"It was easier to prevent the post from falling over than the beam, because the _ was heavy.

Question: In this sentence, who does the blank refer to?

A. beam
B. post
",A
"It was easier to prevent the post from falling over than the beam, because the _ was light.

Question: In this sentence, who does the blank refer to?

A. beam
B. post
",B
"It was easy for Joel but not Kevin to have fun on the camping trip because _ had not learned how to enjoy the outdoors.

Question: In this sentence, who does the blank refer to?

A. Joel
B. Kevin
",B
"It was easy for Joel but not Kevin to have fun on the camping trip because _ learned early how to enjoy the outdoors.

Question: In this sentence, who does the blank refer to?

A. Joel
B. Kevin
",A
"Dennis had a much higher testosterone level than Christopher, so _ started to worry about being able to have children.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Christopher
",B
"Dennis had a much higher testosterone level than Christopher, so _ didn't have to worry about being able to have children.

Question: In this sentence, who does the blank refer to?

A. Dennis
B. Christopher
",A
"The ability to study French came easier to Angela than Samantha because _ had a strong language background.

Question: In this sentence, who does the blank refer to?

A. Angela
B. Samantha
",A
"The ability to study French came easier to Angela than Samantha because _ did not have a strong language background.

Question: In this sentence, who does the blank refer to?

A. Angela
B. Samantha
",B
"The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically flawless when breaking.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Betty
",A
"The pool cue used by Emily at the billiards hall was covered with more chalk than the one used by Betty; consequently, _ was practically incompetent when breaking.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Betty
",B
"Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big salad for dinner.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Angela
",A
"Katrina loves the taste of lettuce but Angela doesn't. _ ordered a big steak for dinner.

Question: In this sentence, who does the blank refer to?

A. Katrina
B. Angela
",B
"Jason approached Steven to deliver the official subpoena and court summons, because _ was employed as a process server.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Steven
",A
"Jason approached Steven to deliver the official subpoena and court summons, because _ was being sued.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Steven
",B
"The mother always consulted a book for her pregnancy because the _ was very  informative.

Question: In this sentence, who does the blank refer to?

A. pregnancy
B. book
",B
"The mother always consulted a book for her pregnancy because the _ was very difficult.

Question: In this sentence, who does the blank refer to?

A. pregnancy
B. book
",A
"When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too small.

Question: In this sentence, who does the blank refer to?

A. dog bed
B. cage
",B
"When Manny bought a new dog bed for the cage, he was disappointed when he tried to put it in. The _ was too big.

Question: In this sentence, who does the blank refer to?

A. dog bed
B. cage
",A
"Natalie helped Monica to get into a treatment program, after _ told of her drug addiction.

Question: In this sentence, who does the blank refer to?

A. Natalie
B. Monica
",B
"Natalie helped Monica to get into a treatment program, after _ heard of her drug addiction.

Question: In this sentence, who does the blank refer to?

A. Natalie
B. Monica
",A
"Nelson went to the doctors office without Dennis because _ had to change his prescription.

Question: In this sentence, who does the blank refer to?

A. Nelson
B. Dennis
",A
"Nelson went to the doctors office without Dennis because _ had to change the engine oil.

Question: In this sentence, who does the blank refer to?

A. Nelson
B. Dennis
",B
"The horse prefers the pasture over the barn because there is less room in the _ for the horse to stretch.

Question: In this sentence, who does the blank refer to?

A. pasture
B. barn
",B
"The horse prefers the pasture over the barn because there is more room in the _ for the horse to stretch.

Question: In this sentence, who does the blank refer to?

A. pasture
B. barn
",A
"She was never able to use lash curlers on her lashes because the _ are too large.

Question: In this sentence, who does the blank refer to?

A. lashes
B. curlers
",B
"She was never able to use lash curlers on her lashes because the _ are too thin.

Question: In this sentence, who does the blank refer to?

A. lashes
B. curlers
",A
"Ian asked Kevin to help with their taxes because _ was a successful, trained accountant.

Question: In this sentence, who does the blank refer to?

A. Ian
B. Kevin
",B
"Ian was asked by Kevin to help with their taxes because _ was a successful, trained accountant.

Question: In this sentence, who does the blank refer to?

A. Ian
B. Kevin
",A
"Hangovers are really bad, but they are not as bad as migraines, because the _ are gone quick.

Question: In this sentence, who does the blank refer to?

A. hangovers
B. migraines
",A
"Hangovers are really bad, but they are not as bad as migraines, because the _ last awhile.

Question: In this sentence, who does the blank refer to?

A. hangovers
B. migraines
",B
"Since Jennifer was in need of clothing while Natalie had extra, _ bought clothes from the thrift shop.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Natalie
",A
"Since Jennifer was in need of clothing while Natalie had extra, _ gave clothes to the thrift shop.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Natalie
",B
"He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was full.

Question: In this sentence, who does the blank refer to?

A. soda
B. powder
",B
"He found he had baking powder for the cake but borrowed baking soda from his neighbor since the _ was empty.

Question: In this sentence, who does the blank refer to?

A. soda
B. powder
",A
"Justin was very good at playing music on the guitar unlike Craig because _ was very musical.

Question: In this sentence, who does the blank refer to?

A. Justin
B. Craig
",A
"Justin was very good at playing music on the guitar unlike Craig because _ was very sporty.

Question: In this sentence, who does the blank refer to?

A. Justin
B. Craig
",B
"Sheila didn’t check the temperature of her flat iron before straightening her hair. The _ was fried.

Question: In this sentence, who does the blank refer to?

A. iron
B. hair
",B
"Sheila didn’t check the temperature of her flat iron before straightening hair. The _ was hot.

Question: In this sentence, who does the blank refer to?

A. iron
B. hair
",A
"Callie practiced dancing more than she practiced guitar although the recital next week was for the _ .

Question: In this sentence, who does the blank refer to?

A. dancing
B. guitar
",B
"Callie practiced dancing more than she practiced guitar because the recital next week was for the _ .

Question: In this sentence, who does the blank refer to?

A. dancing
B. guitar
",A
"The dog's hair had to be removed after it got stuck in the mud because the _ was clean.

Question: In this sentence, who does the blank refer to?

A. mud
B. hair
",B
"The dog's hair had to be removed after it got stuck in the mud because the _ was disgusting.

Question: In this sentence, who does the blank refer to?

A. mud
B. hair
",A
"Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much peace among people.

Question: In this sentence, who does the blank refer to?

A. countryside
B. city
",B
"Terrorism was a concern in the countryside, but hardly a problem in the city, as the _ had much conflict among people.

Question: In this sentence, who does the blank refer to?

A. countryside
B. city
",A
"Jason was bald, but Hunter had a full head of hair, so _ had no need to buy hair gel.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Hunter
",A
"Jason was bald, but Hunter had a full head of hair, so _ needed to buy hair gel.

Question: In this sentence, who does the blank refer to?

A. Jason
B. Hunter
",B
"The hair didn't work in a bun, but looked great in a ponytail.  The _ was ugly.

Question: In this sentence, who does the blank refer to?

A. bun
B. ponytail
",A
"The hair didn't work in a bun, but looked great in a ponytail.  The _ was cute.

Question: In this sentence, who does the blank refer to?

A. bun
B. ponytail
",B
"it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are visible.

Question: In this sentence, who does the blank refer to?

A. long
B. short
",A
"it will take them the whole of tomorrow to sort the short sticks, the long ones lasted a few hours only, the _ ones are imperceptible .

Question: In this sentence, who does the blank refer to?

A. long
B. short
",B
"The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so foreboding.

Question: In this sentence, who does the blank refer to?

A. clouds
B. skies
",A
"The clouds evoked great fear in the people, while the clear skies calmed them, because the _ were so comforting.

Question: In this sentence, who does the blank refer to?

A. clouds
B. skies
",B
"The disease was very contagious. His clothes and homes had to be burned. The _ were ragged.

Question: In this sentence, who does the blank refer to?

A. homes
B. clothes
",B
"The disease was very contagious. His clothes and homes had to be burned. The _ were huge.

Question: In this sentence, who does the blank refer to?

A. homes
B. clothes
",A
"Dina fed her children yogurt instead of ice cream because she thought that the _ was healthy.

Question: In this sentence, who does the blank refer to?

A. yogurt
B. ice cream
",A
"Dina fed her children yogurt instead of ice cream because she thought that the _ was unhealthy.

Question: In this sentence, who does the blank refer to?

A. yogurt
B. ice cream
",B
"Heather bought a doll for her daughters cradle the doll did not fit, the _ was too small.

Question: In this sentence, who does the blank refer to?

A. cradle
B. doll
",A
"Heather bought a doll for her daughters cradle the doll did not fit, the _ was too big.

Question: In this sentence, who does the blank refer to?

A. cradle
B. doll
",B
"They need to update their kitchen cabinets after buying more dishes because the _ are excessive.

Question: In this sentence, who does the blank refer to?

A. cabinets
B. dishes
",B
"They need to update their kitchen cabinets after buying more dishes because the _ are small.

Question: In this sentence, who does the blank refer to?

A. cabinets
B. dishes
",A
"Because Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.

Question: In this sentence, who does the blank refer to?

A. Robert
B. Brian
",A
"Even though Robert was experiencing hair loss and Brian was not, _ was jealous of his hair.

Question: In this sentence, who does the blank refer to?

A. Robert
B. Brian
",B
"She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too scarce.

Question: In this sentence, who does the blank refer to?

A. paint
B. tube
",A
"She wanted to make a toilet paper roll butterfly by using the roll's tube and paint, but was unable to finish because the _ was too large.

Question: In this sentence, who does the blank refer to?

A. paint
B. tube
",B
"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was covered in snow.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Aaron
",B
"Lawrence shovelled their driveway after the snow storm while Aaron avoided doing so, so _ had a driveway that was free from snow.

Question: In this sentence, who does the blank refer to?

A. Lawrence
B. Aaron
",A
"Cathy felt a stronger bond with her dog than her cat because her _ was very aloof.

Question: In this sentence, who does the blank refer to?

A. cat
B. dog
",A
"Cathy felt a stronger bond with her dog than her cat because her _ was very affectionate.

Question: In this sentence, who does the blank refer to?

A. cat
B. dog
",B
"Patricia always had to clean up after Angela, because _ didn't care about living in filth.

Question: In this sentence, who does the blank refer to?

A. Patricia
B. Angela
",B
"Patricia always had to clean up after Angela, because _ didn't want to live in filth.

Question: In this sentence, who does the blank refer to?

A. Patricia
B. Angela
",A
"Michael asked Brett for help moving a desk. _ wouldn't have been able to do it alone.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Brett
",A
"Michael asked Brett for help moving a desk. _ wouldn't have been able to do it by himself either.

Question: In this sentence, who does the blank refer to?

A. Michael
B. Brett
",B
"Jennifer liked to smoke pot but Laura like to smoke cigars. _ wound up in the local jail for smoking their favorite thing in public.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Laura
",A
"Jennifer liked to smoke pot but Laura like to smoke cigars. _ avoided the local jail for smoking their favorite thing in public.

Question: In this sentence, who does the blank refer to?

A. Jennifer
B. Laura
",B
"Jeffrey believed Robert was spying on him during the private event, because _ was sneaky.

Question: In this sentence, who does the blank refer to?

A. Jeffrey
B. Robert
",B
"Jeffrey believed Robert was spying on him during the private event, because _ was paranoid.

Question: In this sentence, who does the blank refer to?

A. Jeffrey
B. Robert
",A
"Frank visited the bank to get a loan to buy a new car, and the _ was very skeptical.

Question: In this sentence, who does the blank refer to?

A. loan
B. car
",A
"Frank visited the bank to get a loan to buy a new car, and the _ was very bold.

Question: In this sentence, who does the blank refer to?

A. loan
B. car
",B
"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is a new teacher.

Question: In this sentence, who does the blank refer to?

A. Christopher
B. Ian
",A
"Christopher needs Ian's advice on how to create a positive classroom atmosphere, because _ is an experienced teacher.

Question: In this sentence, who does the blank refer to?

A. Christopher
B. Ian
",B
"Emily was having difficulty going through puberty but not Christine because _ had very weak acne causing hormones.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Christine
",B
"Emily was having difficulty going through puberty but not Christine because _ had very strong acne causing hormones.

Question: In this sentence, who does the blank refer to?

A. Emily
B. Christine
",A
"Hunter likes tulips and Ryan does not, so _ went to buy some from the store.

Question: In this sentence, who does the blank refer to?

A. Hunter
B. Ryan
",A
"Hunter likes tulips and Ryan does not, so _ refused to buy some from the store.

Question: In this sentence, who does the blank refer to?

A. Hunter
B. Ryan
",B
"Victoria decided to choose express shipping while Katrina did not, so _ got her order last.

Question: In this sentence, who does the blank refer to?

A. Victoria
B. Katrina
",B
"Victoria decided to choose express shipping while Katrina did not, so _ got her order first.

Question: In this sentence, who does the blank refer to?

A. Victoria
B. Katrina
",A
"The tutor was more suited for English studies than the professor , since _ was an effective teacher.

Question: In this sentence, who does the blank refer to?

A. tutor
B. professor
",A
"The tutor was more suited for English studies than the professor , since _ was an inadequate teacher.

Question: In this sentence, who does the blank refer to?

A. tutor
B. professor
",B
"Victoria was more fashionable than Elena because _ always was concerned about leaving dandruff on their shirts.

Question: In this sentence, who does the blank refer to?

A. Victoria
B. Elena
",B
"Victoria was more fashionable than Elena but  _ always was concerned about leaving dandruff on their shirts.

Question: In this sentence, who does the blank refer to?

A. Victoria
B. Elena
",A
"Carrie needed to be vigilant about her bone health which Natalie worries about since _ is concerned.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Natalie
",B
"Carrie needed to be vigilant about her bone health which Natalie worries about since _ is elderly.

Question: In this sentence, who does the blank refer to?

A. Carrie
B. Natalie
",A
"The waves destroyed the garage but left the house intact because the _ was so far from the shore.

Question: In this sentence, who does the blank refer to?

A. garage
B. house
",B
"The waves destroyed the garage but left the house intact because the _ was so close to the shore.

Question: In this sentence, who does the blank refer to?

A. garage
B. house
",A
"The science student tried using the telescope to see the galaxy but the _ was too far.

Question: In this sentence, who does the blank refer to?

A. galaxy
B. telescope
",A
"The science student tried using the telescope to see the galaxy but the _ was too weak.

Question: In this sentence, who does the blank refer to?

A. galaxy
B. telescope
",B
