input,answer
"It is necessary to add a day to the calendar every four years because
A. the axis of Earth is tilted.
B. the gravitational pull of the Sun affects Earth's revolution.
C. the revolution of Earth is not exactly 365 days.
D. the Moon crosses the orbit of the Sun every 28 days.",C
"Which tool would be best to measure the length of a butterfly?
A. triple beam balance
B. graduated cylinder
C. metric ruler
D. thermometer",C
"Scientists invented a liquid that removes grease and keeps the skin soft. How could this discovery most likely be used?
A. to improve dish soap
B. to cure a disease
C. to make clothes
D. to grow plants",A
"The first step in the water cycle is evaporation. What gives water the energy to evaporate?
A. Sun
B. wind
C. clouds
D. waves",A
"On a warm sunny afternoon, ocean water splashed onto a rock. A short time later, the rock was dry. Which statement best explains what happened to the water on the rock?
A. Heat caused the water to become a gas.
B. Heat melted the water and it disappeared.
C. Salt caused the water to become a gas.
D. Salt melted the water and it disappeared.",A
"Which is a nonrenewable natural resource that is used to make electrical energy?
A. coal
B. wind
C. water
D. thermal",A
"Which process initiates the passage of half of a parent's DNA to offspring?
A. meiosis
B. mitosis
C. fertilization
D. differentiation",A
"Which resource provides the minerals plants need to grow?
A. sunlight
B. water
C. soil
D. air",C
"At what time on a sunny day will the shadow of the school's flagpole be the shortest?
A. sunrise
B. noon
C. mid-afternoon
D. sunset",B
"Animals get energy for growth and repair from
A. soil
B. food
C. water
D. air",B
"A flower produces seeds that fall to the ground and grow into new plants that produce more flowers. The seeds begin to grow by the process of
A. fertilization.
B. germination.
C. maturation.
D. pollination.",B
"A rock has most likely traveled a long distance from its place of origin if it is
A. very small.
B. rounded and smooth.
C. partially faded.
D. rough and dense.",B
"Which of the following best explains why the tectonic plates of Earth move?
A. conduction from solar heating
B. heat convection from the mantle
C. global winds
D. ocean currents",B
"Over a long period of time, a rocky volcanic island that previously did not support any form of life got transformed into a dense forested region. Which of these species is most likely to have been the pioneer species that initiated this transformation?
A. ferns
B. grasses
C. lichens
D. mushrooms",C
"The formation of coal deposits occurred over millions of years. Which feature was most responsible for these deposits?
A. barren deserts
B. active volcanoes
C. mountains covered in trees
D. swamps with dense vegetation",D
"A teacher is performing a demonstration about static electricity for his class by rubbing a balloon against a wool sweater. The balloon sticks to the wool sweater. Which particles are exchanged during the demonstration?
A. atoms
B. protons
C. neutrons
D. electrons",D
"After a race, a newspaper lists the names of the five fastest runners. Another method that could be used to identify the five fastest runners is to make a chart that shows the
A. average of the speeds of the runners.
B. total distance for each runner.
C. time it took each runner to run the race.
D. percentage of the runners who finished the race.",C
"A scientist plans to investigate the nervous system of sea slugs. What should the scientist do first?
A. Develop a theory about sea slugs that can be tested.
B. Go to the ocean to observe the behavior of sea slugs.
C. Obtain several sea slugs and conduct experiments with them.
D. Review the research other scientists have done on sea slugs.",D
"Natural selection is a mechanism that acts on individuals within a population. Which is a result of the process of natural selection?
A. The reproductive rate of the population decreases.
B. Genetic similarity within the population increases.
C. Organisms are better adapted to their environment.
D. Adverse changes to the environment become more frequent.",C
"What chemical symbol represents the element iron?
A. Fe
B. I
C. Ir
D. Pb",A
"A push or a pull on an object is an example of
A. force.
B. weight.
C. energy.
D. work.",A
"Which statement is a description of weather?
A. Summers in Tucson are hot and dry.
B. Winters in Flagstaff are cold and snowy.
C. The temperature is 55° F in Winslow today.
D. The Sun will set in Yuma today at 6:45 p.m.",C
"Clouds and precipitation moved across western Massachusetts one evening. The temperature changed from 41°F to 28°F. Which of the following changes in precipitation most likely occurred on this evening?
A. sleet changing to hail
B. snow changing to rain
C. rain changing to sleet
D. snow changing to hail",C
"The human body has an average, normal temperature of about 98.6ºF. To keep the core body temperature from becoming too high, the brain sends a signal to the body to
A. decrease sugar levels in the blood.
B. increase sugar levels in the blood.
C. decrease blood flow to the skin.
D. increase blood flow to the skin.",D
"Why is water considered to be a renewable resource?
A. Water can be used over again.
B. Water can be found all over Earth.
C. Water can dissolve other substances.
D. Water is needed by organisms to stay alive.",A
"What is the most prominent land feature formed by the convergence of the Indo-Australian and Eurasian plates?
A. China
B. Australia
C. Ural Mountains
D. Himalaya Mountains",D
"To which group does an animal belong if it lays eggs and has scales and gills?
A. amphibian
B. bird
C. fish
D. reptile",C
"What causes nighttime and daytime on Earth?
A. the Sun rotating on its axis
B. Earth rotating on its axis
C. Earth revolving around the Sun
D. the Moon revolving around Earth",B
"Which area is coldest?
A. rainforest
B. tundra
C. grassland
D. reef",B
"Which scientist is credited with using a telescope in the seventeenth century to discover the moons of Jupiter?
A. Galileo
B. Kepler
C. Einstein
D. Newton",A
"Which of these is a freshwater reservoir?
A. Gulf of Mexico
B. Pacific Ocean
C. Atlantic tidal basin
D. Antarctic polar ice",D
"In eukaryotic organisms, microtubules give cells structure, and microfilaments help the cell contract and move. Together, they combine to perform functions similar to what two human body systems?
A. the endocrine and skeletal systems
B. the circulatory and respiratory systems
C. the skeletal and muscular systems
D. the integumentary and excretory system",C
"Which kind of rock is produced by deposition and cementation?
A. marble, a metamorphic rock
B. sandstone, a sedimentary rock
C. granite, an intrusive igneous rock
D. pumice, an extrusive igneous rock",B
"Which characteristic is inherited rather than learned?
A. telling a story
B. saluting the flag
C. having blue eyes
D. riding a bicycle",C
"Which biological process in mammals occurs largely due to cell division?
A. healing
B. respiration
C. decomposition
D. photosynthesis",A
"Frame construction predominates in the New England area due to the abundance of
A. clay.
B. masonry.
C. wood.
D. steel.",C
"Which of these properties of water helps moderate the weather of coastal areas?
A. neutral pH
B. high specific heat
C. dissolves many substances
D. floats as a solid",B
"Birds eat non-camouflaged moths at a higher rate than they eat camouflaged moths. In which situation would birds eat the moths at the slowest rate?
A. dark moths in any environment
B. light moths in any environment
C. dark moths in a light environment
D. light moths in a light environment",D
"During which process does a caterpillar become a butterfly?
A. fertilization
B. metamorphosis
C. asexual reproduction
D. biological adaptation",B
"Gregor Mendel cross-pollinated red and white snapdragon flowers. What information indicates that incomplete dominance was achieved?
A. The offspring had heterozygous alleles.
B. The offspring had a recessive allele.
C. The offspring were pink.
D. The offspring were red.",C
"What is the major function of the human excretory system?
A. eliminate waste materials
B. respond to stimuli
C. break down food mechanically
D. absorb nutrients from food",A
"Yumiko gave some reasons why kettles and kitchen pans are often made of copper. Which reason is correct?
A. Copper is a good conductor of heat.
B. Copper is easy to melt.
C. Copper is difficult to shape.
D. Copper dissolves in hot water.",A
"In most animals, combinations of various tissues make up functional units called
A. epithelial cells.
B. organs.
C. organ systems.
D. populations.",B
"How do the spines of a cactus help it survive?
A. Spines help the cactus get moisture.
B. Spines anchor the cactus in the ground.
C. Spines protect the cactus from animals.
D. Spines support the stems and branches of the cactus.",C
"Water enters a plant cell through the
A. cell wall.
B. chloroplasts.
C. mitochondria.
D. nucleus.",A
"People are developing electric cars that would replace gasoline-burning cars. One major advantage of the electric car is that it
A. accelerates faster.
B. causes less pollution.
C. gives a smoother ride.
D. needs no battery.",B
"Which group of organisms would all be found living in a tropical rain forest?
A. Lizards, insects, cacti, kangaroos
B. Vines, palm trees, tree frogs, monkeys
C. Evergreens, moose, weasels, mink
D. Lichens, mosses, caribou, polar bears",B
"Which SI unit would be most appropriate for recording the length of a typical classroom?
A. gram
B. kilogram
C. meter
D. kilometer",C
"If two objects are two meters apart, which of these changes will increase the gravitational force between the two objects?
A. decreasing the mass of one object
B. decreasing the mass of both objects
C. moving the objects to one meter apart
D. moving the objects to three meters apart",C
"Which of these cell structures converts nutrients to energy for cell functions?
A. cell membrane
B. chloroplasts
C. mitochondria
D. endoplasmic reticulum",C
"Cumulonimbus clouds often form along cold fronts. Which type of weather is most likely to occur along a cold front?
A. moderate temperature with mild breezes
B. storms with hurricane winds
C. rain with possible severe thunderstorms
D. high temperatures with low winds",C
"An eagle is a bird that reproduces by laying its eggs in a dry nest. Which animal lays its eggs in a place most similar to the eagle?
A. amphibian
B. fish
C. mammal
D. reptile",D
"The chemical formula for water is H_{2}O. What does the formula show about each element in the compound?
A. the number of valence electrons
B. the charge of the compound
C. the mass of protons in each atom
D. the number of atoms of each element",D
"How far from Earth is an object that is 10 light years from Earth?
A. 10,000 km
B. 10,000,000 km
C. the distance light can travel in 10 years
D. ten times the distance from Earth to the Sun",C
"The oceans most influence global climate by
A. releasing heat to the atmosphere.
B. cooling bordering land masses.
C. providing continuous onshore winds.
D. removing water vapor from the atmosphere.",A
"A science class investigated the percentage of corn kernels that pop in bags of different brands of popcorn. Fifteen students tested three brands of popcorn each and reported their results to the class. Why did the teacher most likely have so many students report the results?
A. for more accurate results
B. for more student participation
C. to help simplify the procedure
D. to help explain the hypothesis",A
"The smallest part of an element that retains the properties of the element is the
A. proton.
B. nucleus.
C. electron.
D. atom.",D
"What is the composition of the nucleus of an atom?
A. ions and electrons
B. electrons and protons
C. protons and neutrons
D. neutrons and electrons",C
"Which of these would best be shown as a 3-D model?
A. color spectrum
B. magnetic field
C. skeletal system
D. water cycle",C
"A root emerges from a seed because of the force of
A. water against the seed coat.
B. air pushing on the seed.
C. gravity on the seed.
D. soil pressing on the seed.",A
"Which of these is the BEST reason to study weather?
A. To be prepared for storms
B. To learn how fossils are formed
C. To see changing phases of the Moon
D. To find ways for animals to live longer",A
"A recycling plant manager needs to melt 1500 kg of scrap copper to sell to a wire manufacturer. The copper is at 15°C and its melting point is 1083°C. The copper has a specific heat of 385 J/kg x K. How much heat is required to raise the temperature of the copper to its melting point?
A. 6.2 x 10^8 J
B. 6.3 x 10^8 J
C. 7.7 x 10^8 J
D. 7.9 x 10^8 J",A
"A decomposer is an organism that
A. preys on other animals
B. eats only plants
C. recycles nutrients
D. uses sunlight to make food",C
"Which type of scientist would study the relationship between simple machines and energy?
A. chemist
B. biologist
C. physicist
D. geologist",C
"The seeds of an oak come from the ___.
A. fruit
B. leaf
C. root
D. stem",A
"A manufacturer wants to produce a container for food storage that does not break easily and is airtight, inexpensive, and microwave-safe. Which of the following is the best material to use to make the container?
A. glass
B. metal
C. paper
D. plastic",D
"When carbon and oxygen combine chemically, the mass of the product is
A. greater than the mass of the carbon plus the mass of the oxygen
B. equal to the mass of the carbon plus the mass of the oxygen
C. equal to the mass of the carbon
D. less than the mass of the carbon",B
"Juvenile diabetes is a disease caused by the body's inability to create insulin. The body's white blood cells attack the pancreatic cells that produce insulin. This type of disease is known as
A. a cardiovascular disease.
B. an infectious disease.
C. a digestive system disease.
D. an autoimmune disease.",D
"Which of these describes a property of all matter?
A. All matter gives off light.
B. All matter is attracted by magnets.
C. All matter is made of atoms.
D. All matter dissolves in water.",C
"Which of the following is a characteristic of all chemical changes?
A. A different state of matter is produced.
B. Some mass is converted to energy.
C. Some form of light is given off.
D. A new material is formed.",D
"What is the complementary base of adenine in DNA?
A. cytosine
B. thymine
C. guanine
D. uracil",B
"What is the density of a 64-g iron cube that displaces 8 mL of water?
A. 512 g/mL
B. 32 g/mL
C. 8 g/mL
D. 4 g/mL",C
"What keeps Mars in orbit around the Sun?
A. friction
B. gravity
C. magnetism
D. solar power",B
"Which material is primarily a mixture of weathered rock and organic matter?
A. minerals
B. soil
C. ocean water
D. seashells",B
"How do plants most commonly break large rocks into smaller pieces?
A. Plant leaves insulate surrounding rocks from extreme temperatures.
B. Plant roots grow into cracks in rocks.
C. Seeds from plants fall onto rocks and release acidic compounds.
D. Stems of plants surround and squeeze rocks.",B
"Which statement best describes the climate of Nevada?
A. Temperature at night dropped behind a cold front.
B. Wind increased during the day.
C. Humidity is low throughout every summer.
D. Air pressure increased gradually all week.",C
"What is the primary function of skin cells?
A. to deliver messages to the brain
B. to generate movement of muscles
C. to provide a physical barrier to the body
D. to produce carbohydrates for energy",C
"Some plants grow only in specific places in the world. Some cacti, for example, grow only in deserts. Which of the following is most important in determining where a plant can grow and survive?
A. animals
B. climate
C. tides
D. wind",B
"A geologist found fossils of horse bones in different rock layers of a canyon. The fossils in the lower levels show shorter bones than those in the upper-level fossils. Which conclusion is based on the geologist's observations?
A. Horse's reproduce using two parents.
B. Horse's became larger over time.
C. Smaller Horse's went extinct, and then larger Horse's formed.
D. Smaller Horse's are better suited to the environment than larger Horse's.",B
"Which of the following is a reason life in the outermost planets is less likely than life on planets nearer the Sun?
A. They have too little mass.
B. They have too much mass.
C. Their surfaces are extremely hot.
D. Their surfaces are extremely cold.",D
"Which statement best explains how periods on the periodic table are organized?
A. increasing atomic number from left to right
B. increasing number of neutrons from left to right
C. decreasing number of electrons from left to right
D. decreasing atomic mass number from left to right",A
"Nonrenewable sources of energy have limited supplies. Researchers are developing devices that will make renewable energy more available. Which is a source of renewable energy?
A. coal
B. gasoline
C. oil
D. wind",D
"Which of these living things in a grassland ecosystem depend on the presence of a variety of bacteria and other microorganisms in the soil?
A. worms only
B. green plants only
C. plants and animals only
D. all the organisms in the ecosystem",D
"An ecosystem is a community of organisms interacting with their physical environment. Why are decomposers an important part of ecosystems?
A. They break down dead organisms to return nutrients to the soil.
B. They produce their own food for survival.
C. They play a role in preventing weathering and erosion.
D. They provide most of the energy to consumers.",A
"Which term identifies a group of cells that work together to perform a similar function?
A. molecule
B. organ
C. organism
D. tissue",D
"Which of these statements is not considered part of the Big Bang Theory?
A. The universe is expanding.
B. The universe never changes.
C. The universe began in a hot, dense state.
D. The universe began at a single point and time.",B
"Cells in the body use oxygen (O2) for cellular respiration. Which is the result of cellular respiration?
A. ATP is produced and carbon dioxide (CO2) is released.
B. ATP is consumed and carbon dioxide (CO2) is released.
C. ATP is produced and carbon dioxide (CO2) is absorbed.
D. ATP is consumed and carbon dioxide (CO2) is absorbed.",A
"Which geologic process is absent from the Gulf Coast states?
A. beach development
B. subduction zones
C. weathering
D. erosion",B
"The human body gets the energy it needs for growth and repair directly from
A. soil
B. food
C. sunlight
D. water",B
"In what type of rock would a geologist most likely find evidence of ancient life?
A. sedimentary
B. foliated
C. metamorphic
D. volcanic",A
"During the Apollo 14 moon landing, astronauts played golf on the moon. Which of the following would be less on the moon than on Earth?
A. The mass of the golf ball
B. The weight of the golf ball
C. The mass and size of the golf ball
D. The weight and size of the golf ball",B
"Evaporation, condensation, and precipitation are all processes which occur in the
A. water cycle.
B. energy cycle.
C. carbon cycle.
D. nitrogen cycle.",A
"Directions Read the information about wind erosion then answer the question. Wind can cause erosion that changes the surface of the Earth. Wind erosion can have negative effects on the environment by removing soil and polluting the air during dust storms. Walter wanted to find out if faster wind speeds increased the amount of wind erosion. Which instrument should he use to measure wind speed?
A. anemometer
B. barometer
C. rain gauge
D. thermometer",A
"Where does oxygen-rich blood go after leaving the lungs?
A. the brain.
B. the heart.
C. the kidney.
D. the stomach.",B
"Chemical pesticides are sometimes sprayed on crops to kill insects that eat the crops. People have different viewpoints about the use of pesticides on crops. What might be a concern about using pesticides on the crops?
A. Will the food ripen?
B. Will the food stay fresh?
C. Will the food harm humans?
D. Will the food harm bugs in the home?",C
"The number of fish in a lake suddenly increases. How will the increase most likely affect the lake?
A. There will be less water in the lake.
B. More plants will grow in the lake.
C. More frogs will live in the lake.
D. There will be fewer insects in the lake.",D
"Which statement correctly describes a relationship between two human body systems?
A. The digestive system absorbs nutrients which are transported by the nervous system.
B. The digestive system absorbs nutrients which are transported by the circulatory system.
C. The circulatory system exchanges gases which are transported by the nervous system.
D. The circulatory system exchanges gases which are transported by the digestive system.",B
"Which statement best explains Earth's day and night cycle?
A. Earth rotates once each day on its axis.
B. Earth revolves around the Sun each year.
C. The Sun is closest to Earth during the day.
D. The tilt of Earth changes throughout the year.",A
"What is the first thing a student should do if an accident happens during a science experiment?
A. report to the teacher
B. clean the laboratory station
C. locate the nearest exit
D. put on safety goggles",A
"Which of the following helps keep the Moon in its orbit?
A. friction
B. gravity
C. longitude
D. latitude",B
"Which process allows green plants to control the amount of water stored in their leaves?
A. photosynthesis
B. condensation
C. respiration
D. transpiration",D
"What is a job of white blood cells?
A. transport oxygen
B. remove waste
C. fight disease
D. enable reproduction",C
"Which is an example of kinetic energy?
A. a book sitting on a shelf
B. a ball rolling down a hill
C. a runner about to start a race
D. a window getting hot from the sun",B
"A new mutation that occurs in which type of cell can be passed on to offspring?
A. blood cell
B. nerve cell
C. brain cell
D. egg cell",D
"When too much salt is detected in the bloodstream, the brain secretes a hormone that helps the body retain water by reducing the amount of urine produced. This is an example of
A. a feedback loop.
B. an acquired trait.
C. a balanced ecosystem.
D. a symbiotic relationship.",A
"Which of these is a safe practice in a laboratory investigation when working with chemicals?
A. pouring unused chemicals down the sink
B. mixing leftover chemicals in one container
C. wearing safety goggles when working with chemicals
D. returning unused chemicals to the original container",C
"Which change in the environment would have a negative effect on the survival of a species in an ecosystem?
A. increase in the population of prey
B. introduction of a competing species
C. decrease in the population of predators
D. increase in genetic diversity of the species",B
"An element is identified by
A. its number of protons.
B. the atomic mass.
C. the type of charge.
D. its number of isotopes.",A
"Which of these dissolve in water?
A. Sand grains
B. Sugar cubes
C. Plastic straws
D. Wooden spoons",B
"What is the main function of a plant stem?
A. to collect pollen from other plants to make seeds
B. to absorb water and plant nutrients from the soil
C. to carry food and water to the rest of the plant
D. to make food for the plant",C
"Naturally occurring variations within a species are mainly the result of mutations and
A. sexual reproduction
B. dynamic equilibrium
C. metabolism
D. camouflage",A
"As a sample of water turns to ice,
A. new molecules are formed.
B. the mass of the sample is increased.
C. the arrangement of the molecules changes.
D. energy is absorbed by the molecules.",C
"An ice cube is placed in a pan. The pan is placed over an open flame. Which change will most likely happen over time?
A. The ice changes to a liquid and back to a solid.
B. The ice changes to a liquid then to a gas.
C. The ice changes to a gas and back to a solid.
D. The ice changes to a gas then to a liquid.",B
"Byron is investigating how temperature affects mold growth on bread. Before starting his procedure, Byron states in his journal that he thinks wet bread placed in the refrigerator will grow the most mold. Which term best describes Byron's statement?
A. conclusion
B. result
C. hypothesis
D. variable",C
"The telephone was invented in Boston by
A. Alexander Graham Bell.
B. Samuel F. B. Morse.
C. Henry Ford.
D. Thomas Alva Edison.",A
"Which characteristic can an amoeba change that a paramecium cannot change?
A. sex
B. shape
C. color
D. position",B
"A metal spoon was left in a pot of boiling soup. The cook burned a finger by touching the spoon. Why did the finger get burned?
A. The metal spoon chemically reacted with the cook's hand.
B. The metal spoon conducted electricity to the cook's hand.
C. The metal spoon conducted heat to the cook's hand.
D. The metal spoon insulated the cook's hand.",C
"Light rays are focused by the lens of a camera through the process of
A. reflection.
B. refraction.
C. dispersion.
D. diffraction.",B
"Which of these provides the best evidence that the distribution of Earth's oceans has changed over time?
A. hot spots on ocean floors
B. seismic activity along plate boundaries
C. sediment buildup on continental slope
D. marine fossils found on land masses",D
"Which change would have the greatest negative impact on the survival of an owl species?
A. an increase in primary consumer population
B. an decrease in acid rain
C. an decrease in size of habitat
D. an increase in producers",C
"Which organ removes cell waste from the blood?
A. the large intestine
B. the small intestine
C. the kidney
D. the heart",C
"According to the Big Bang Theory, how is the universe changing?
A. It is contracting.
B. It is expanding.
C. Only the rim is expanding.
D. Only the center is contracting.",B
"Light enters the human eye through the
A. retina.
B. pupil.
C. iris.
D. lens.",B
"The stages in the life cycle of an organism are shown below. birth -> growth -> development -> reproduction -> death In which life cycle stage will a new organism be made?
A. growth
B. development
C. reproduction
D. death",C
"Baby chicks peck their way out of their shells when they hatch. This activity is an example of which of the following types of behavior?
A. instinctive
B. learned
C. planned
D. social",A
"Which conclusion can be made about earthworms because they do not have an internal skeleton?
A. They are invertebrates.
B. They have radial symmetry.
C. They are made of one segment.
D. They have an open circulatory system.",A
"The smallest unit of a plant that can perform all of the processes of life is the
A. leaf.
B. cell.
C. tissue.
D. root.",B
"Soda water is a liquid that has bubbles of carbon dioxide in it. Which term best describes soda water?
A. a mixture
B. a molecule
C. an element
D. a compound",A
"All stars start forming in the same manner. Some follow the life cycle of the Sun, while others turn into neutron stars or black holes. Which property determines the fate of a star as it develops?
A. mass
B. location
C. luminosity
D. temperature",A
"If a neutral atom loses an electron, what is formed?
A. A gas
B. An ion
C. An acid
D. A molecule",B
"A student mixed baking soda with vinegar and observed that the reaction was endothermic. When is a reaction endothermic?
A. when it is reversible
B. when it can be repeated
C. when it requires heat to make it happen
D. when energy is released by the process",C
"What is the primary energy source that drives all weather events, including precipitation, hurricanes, and tornados?
A. the Sun
B. the Moon
C. Earth's gravity
D. Earth's rotation",A
"Which system absorbs and carries food from the digestive system to the rest of the body?
A. nervous system
B. muscular system
C. circulatory system
D. respiratory system",C
"Why do planets stay in orbit around the Sun?
A. attraction of gravity
B. effect of inertia
C. frictional force
D. rotational force",A
"Earth rotates on its north-south axis. Which statement best describes one complete rotation?
A. It takes six months and causes summer and winter seasons.
B. It takes 24 hours and causes night and day.
C. It takes 29 days, which represents one cycle of the Moon's phases.
D. It takes 365 days, which represents one Earth year.",B
"A rock sample will most likely contain
A. plants.
B. minerals.
C. water.
D. wood.",B
"A jet plane is moving at a constant velocity on a flat surface. Which forces act against the forward motion of the plane?
A. gravity and engine thrust
B. engine thrust and friction
C. friction and air resistance
D. air resistance and gravity",C
"Atmospheric greenhouse gases help heat the atmosphere by
A. increasing the amount of solar radiation reaching Earth.
B. storing energy produced by human activity.
C. absorbing infrared radiation released by Earth.
D. increasing the average density of air.",C
"Scurvy is a disease that sailors often got on long voyages. It was discovered that scurvy could be prevented by eating oranges and lemons. This suggests that scurvy is a disease caused by
A. exposure to sea air
B. a nutritional deficiency
C. a microorganism
D. lack of exercise",B
"Runoff from farms that use fertilizers is entering a small lake. This will most directly affect the lake by causing
A. the lake to dry up.
B. algae to grow in the lake.
C. the lake to become deeper.
D. water in the lake to become solid.",B
"Why is protein an important part of a healthy diet?
A. It is needed to change glucose to energy.
B. It is needed to store nutrients.
C. It is needed to repair tissue.
D. It is needed to produce water.",C
"An atom will always have
A. a single, negatively-charged nucleus.
B. equal numbers of protons and electrons.
C. ""shared"" electrons from another atom.
D. a stable number of charged neutrons.",B
"Students on two different school campuses are comparing the growth rate of grass three weeks after fertilizer has been applied. The same fertilizer and the same amount of water are used on both campuses. Which additional variable is most important to control when the results of the two investigations are compared?
A. type of grass used
B. amount of trees in the area
C. the weather conditions of the day
D. the time of day the measurements are taken",A
"A caterpillar changing into a butterfly is an example of
A. instinct.
B. duplication.
C. reproduction.
D. metamorphosis.",D
"Some immune cells are actively involved in ingesting, destroying, and presenting invading microbial antigens on their surface to stimulate other cells to produce antibodies. Which of these cells is responsible for initiating such an immune response?
A. mast cells
B. phagocytes
C. B-lymphocytes
D. T-lymphocytes",B
"A single prokaryotic cell can divide several times in an hour. Few eukaryotic cells can divide as quickly. Which of the following statements best explains this difference?
A. Eukaryotic cells are smaller than prokaryotic cells.
B. Eukaryotic cells have less DNA than prokaryotic cells.
C. Eukaryotic cells have more cell walls than prokaryotic cells.
D. Eukaryotic cells are more structurally complex than prokaryotic cells.",D
"Which biological process determines the probability that particular alleles will be found in any given gamete?
A. mutation
B. meiosis
C. cell cycle
D. protein synthesis",B
"When a person speaks into a telephone, sound energy is changed mostly into which form of energy?
A. heat
B. light
C. electrical
D. chemical",C
"In the human body, what part of the central nervous system connects with other nerves outside of the central nervous system?
A. dendrite
B. cerebrum
C. cerebellum
D. spinal cord",D
"Photovoltaic cells capture photons of sunlight and transform them directly into electricity. Many of Earth's other energy resources are simply transformed solar energy. Which two energy resources store energy that did not begin as solar energy?
A. oil and coal
B. wind and wood
C. nuclear and geothermal
D. hydropower and natural gas",C
"What determines how long the Moon takes to complete one cycle of phases?
A. the period of rotation of the Moon around its axis
B. the period of revolution of the Moon around Earth
C. the period of rotation of Earth around its axis
D. the period of revolution of Earth around the Sun",B
"Oxygen reacts with iron to produce rust and with hydrogen to produce water. Which statement describes both reactions?
A. A different mixture is formed in each case.
B. A different solution is formed in each case.
C. Both a change of state and of elements is involved.
D. New molecules are formed but the same elements exist.",D
"What is the primary job of red blood cells?
A. transport oxygen
B. remove waste
C. fight disease
D. allow reproduction",A
"What kingdom contains organisms that are multicellular, have no chlorophyll, and absorb nutrients from decaying tissue?
A. Fungi
B. Plantae
C. Protista
D. Animalia",A
"A salvage yard contains a mixture of iron, glass, aluminum, and plastic. Which property of iron does the salvage yard take advantage of when separating the iron from the rest of the materials?
A. magnetic
B. electrical
C. ductility
D. malleability",A
"While a sailor was out fishing, he got lost at sea. Which object would help him direct the boat back to shore?
A. Rope
B. Magnetic compass
C. Blanket
D. Measuring tape",B
"Water is a very important part of the physical weathering of rock. Which of these properties of water is most important in causing some of the physical weathering of rock?
A. Water is a liquid at room temperature.
B. Water can contain different minerals.
C. Water expands when it freezes.
D. Water dissolves many chemicals.",C
"A student uses a telescope to view stars at night. The student notices some of the stars are different colors. The color of a star is determined most by its
A. size.
B. distance from Earth.
C. mass.
D. temperature.",D
"Which function is performed at similarly structured sites in prokaryotic and eukaryotic cells?
A. protein synthesis
B. packaging and transport of proteins
C. storage of genetic material
D. release of energy from storage forms",A
"Which material is the best natural resource to use for making water-resistant shoes?
A. cotton
B. leather
C. plastic
D. wool",B
"When hunting by humans causes a species to become extinct, this may produce damaging effects throughout the ecosystem of the extinct species. What is the cause of this damage?
A. alteration of a food web
B. degradation of a habitat
C. modification of a climate
D. reversal of a flow of energy",A
"Sarah's class is learning about mixtures and solutions. Her teacher writes four statements on the board. Which statement best describes a mixture?
A. Both substances mix evenly.
B. Both substances can evaporate.
C. One substance dissolves into another.
D. One substance can be separated from the other.",D
"Which of the following best explains why the Sun appears to move across the sky every day?
A. The Sun rotates on its axis.
B. Earth rotates on its axis.
C. The Sun orbits around Earth.
D. Earth orbits around the Sun.",B
"The theory of spontaneous generation was eventually disproved scientifically by
A. arguments in philosophy.
B. chemical analysis of material.
C. examining models of the process.
D. conducting a controlled experiment.",D
"Discarded electronic devices, such as outdated computers and cell phones, contain materials that can be toxic to the environment. Which statement best explains why humans continue to use these technologies?
A. Electronics have become less expensive over time.
B. Some areas have recycling programs for electronics.
C. Industries that produce electronics help the economy.
D. Humans value the benefits of these devices over their cost.",D
"A student crumples up a sheet of paper. Which property of the paper has changed?
A. color
B. mass
C. state
D. shape",D
"When a plant dies, it often decomposes and becomes part of the soil. This process is one step in which cycle?
A. lunar
B. water
C. carbon
D. energy",C
"Which would best aid a scientist in discovering how Earth may have changed over time?
A. finding the nest of a bald eagle
B. tracking the footprints of a wolf
C. analyzing the pollination of a sunflower
D. discovering a fossil of a seashell in a wooded area",D
"Kendall studied the ways in which human body systems work together. He compared the respiratory and circulatory systems. In which way are these two systems similar to each other?
A. They both bring oxygen to the body.
B. They both send messages to the body.
C. They both digest nutrients for the body.
D. They both pump blood through the body.",A
"A difference between the oceanic crust and the continental crust is that the oceanic crust is
A. composed chiefly of sedimentary rocks.
B. more dense than the continental crust.
C. older than the continental crust.
D. continually being created.",B
"Which of these elements is found in the greatest amount in organisms?
A. carbon
B. iron
C. lead
D. neon",A
"After mining removes layers of rock from a hillside, new plants begin to grow in the cracks of the bare rock. The plants beginning to grow are an example of which natural process?
A. secondary succession in an existing ecosystem
B. new species developing in an ecosystem
C. species competition in a community
D. primary succession in a new habitat",D
"Improvements in farming technology would most likely
A. increase the amount of food produced.
B. change global climate conditions.
C. promote unhealthy dietary choices.
D. decrease the amount of daily exercise.",A
"In a container, a mixture of water and salt is stirred so that the salt dissolves completely. Sand is added to this solution and allowed to settle to the bottom of the container. If the container is placed on a heat source and the liquid evaporates completely, what will be left in the container?
A. Nothing will remain in the container.
B. Only salt will remain in the container.
C. Only sand will remain in the container.
D. Salt and sand will both remain in the container.",D
"Which of the following is formed immediately after fertilization?
A. egg
B. sperm
C. zygote
D. embryo",C
"Which of the following helped lead to the invention of personal computers?
A. Internet
B. keyboard
C. wireless transmitter
D. integrated circuit",D
"Blood absorbs oxygen in the
A. heart.
B. lungs.
C. stomach.
D. muscles.",B
"A student adds sugar, spices, and salt to a bowl of peanuts and stirs them together. What has the student made?
A. a compound
B. a substance
C. a mixture
D. a solution",C
